,URL,URL_LENGTH,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
856,B0_430,86,UTF-8,GSE,14291.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,67,4,10,6257,51527,6619,71,4.0,0
857,B0_958,86,UTF-8,Apache/2.2.15 (CentOS),15108.0,US,CA,15/04/2002 0:00,13/04/2016 0:00,0,0,0,0,0,0,0,0.0,0
858,B0_122,87,UTF-8,mw2180.codfw.wmnet,15187.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,26,22,1,4523,26400,4979,32,6.0,0
859,B0_407,87,utf-8,Microsoft-IIS/7.5,9083.0,US,va,29/04/1994 0:00,30/08/2013 0:00,14,0,5,1482,8797,1914,20,6.0,0
860,B0_508,87,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,KS,7/07/1997 0:00,5/07/2016 0:00,17,6,10,1457,2112,1781,21,4.0,0
861,B0_589,87,UTF-8,nginx,30824.0,US,CA,5/03/1994 0:00,2/02/2017 0:00,17,9,2,3124,9563,3564,23,6.0,0
862,B0_892,87,UTF-8,GSE,48831.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0.0,0
863,B0_1006,88,us-ascii,Microsoft-HTTPAPI/2.0,257.0,US,NY,22/05/1995 0:00,21/04/2016 0:00,0,0,0,0,0,0,0,0.0,0
864,B0_2022,88,iso-8859-1,None,411.0,US,WV,23/04/1996 0:00,26/03/2017 0:00,12,4,9,936,904,936,12,0.0,0
865,B0_2306,88,utf-8,Microsoft-IIS/7.5,9084.0,US,va,29/04/1994 0:00,30/08/2013 0:00,8,8,1,1008,486,1008,8,0.0,0
866,B0_42,88,UTF-8,Pizza/pepperoni,13776.0,US,WA,16/11/1994 0:00,28/10/2015 0:00,20,2,8,2133,17337,2437,24,4.0,0
867,B0_591,88,utf-8,Apache,33799.0,US,NY,27/01/1995 0:00,24/01/2017 0:00,84,32,4,7350,143113,7830,90,6.0,0
868,B0_785,88,utf-8,Microsoft-IIS/7.5,9083.0,US,va,29/04/1994 0:00,30/08/2013 0:00,0,0,0,0,0,0,0,0.0,0
869,B0_2017,89,utf-8,None,30193.0,US,GA,9/08/1994 0:00,23/06/2016 0:00,25,13,8,1818,438,1818,25,0.0,0
870,B0_2159,89,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,CA,19/05/2003 0:00,10/10/2016 0:00,6,2,5,516,246,516,6,0.0,0
871,B0_2175,89,utf-8,Microsoft-IIS/8.5,246324.0,NONE,None,None,None,7,6,2,786,432,786,7,0.0,0
872,B0_2178,89,utf-8,cloudflare-nginx,0.0,US,IL,12/12/1990 0:00,8/06/2015 0:00,6,3,2,564,244,564,6,0.0,0
873,B0_336,89,UTF-8,GSE,37836.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,55,6,14,4155,45079,4533,59,4.0,0
874,B0_672,89,utf-8,Apache,19856.0,US,NY,18/01/1994 0:00,21/10/2016 0:00,73,58,6,6789,110553,7245,79,6.0,0
875,B0_2255,90,UTF-8,nginx/1.9.13,40605.0,US,TX,2/07/1999 0:00,9/03/2015 0:00,7,4,4,630,568,630,7,0.0,0
876,B0_2273,90,iso-8859-1,Apache,392.0,US,New York,17/03/2009 0:00,7/04/2016 0:00,7,3,3,606,244,606,7,0.0,0
877,B0_621,90,utf-8,nginx,19793.0,US,IL,25/07/1995 0:00,22/03/2017 0:00,38,1,9,3432,64807,3754,42,4.0,0
878,B0_533,91,UTF-8,GSE,38155.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,39,0,2,3223,42120,3597,43,4.0,0
879,B0_645,91,UTF-8,Apache,9406.0,OTHER,CO. DUBLIN,11/08/2009 0:00,4/03/2017 0:00,13,3,6,1591,1936,1931,17,4.0,0
880,B0_821,91,UTF-8,Apache/2.2.22,20.0,OTHER,Metro Manila,24/03/2005 0:00,13/03/2017 0:00,0,0,0,0,0,0,0,0.0,0
881,B0_1093,92,UTF-8,Apache/2.4.7 (Ubuntu),5610.0,US,MI,8/07/1996 0:00,27/09/2012 0:00,0,0,0,0,0,0,0,0.0,0
882,B0_1324,92,UTF-8,Apache,30285.0,US,NY,29/03/1994 0:00,26/03/2017 0:00,0,0,0,0,0,0,0,0.0,0
883,B0_475,92,utf-8,Microsoft-IIS/7.5,9084.0,US,va,29/04/1994 0:00,30/08/2013 0:00,16,1,6,1607,1690,2055,22,6.0,0
884,B0_566,92,utf-8,Apache,11363.0,NONE,None,None,None,47,10,6,4576,49426,5282,55,8.0,0
885,B0_629,92,utf-8,None,37687.0,US,FL,1/02/1994 0:00,28/04/2016 0:00,11,0,3,1358,9432,1798,17,6.0,0
886,B0_826,92,utf-8,None,38483.0,US,FL,1/02/1994 0:00,28/04/2016 0:00,0,0,0,0,0,0,0,0.0,0
887,B0_139,93,ISO-8859-1,Microsoft-IIS/7.5,16479.0,US,va,29/04/1994 0:00,30/08/2013 0:00,41,28,6,5321,24126,5935,49,8.0,0
888,M0_168,94,UTF-8,Apache,58.0,US,Massachusetts,2/01/2016 0:00,13/02/2017 0:00,11,0,3,1260,2399,1850,19,8.0,1
889,B0_668,94,UTF-8,Apache/2.4.7 (Ubuntu),8404.0,US,Massachusetts,24/02/2008 18:32,25/02/2017 14:18,20,8,6,2976,8187,3476,26,6.0,0
890,B0_1183,95,utf-8,Microsoft-IIS/8.5,6783.0,GB,London,2/12/1997 0:00,16/11/2016 0:00,0,0,0,0,0,0,0,0.0,0
891,B0_185,95,ISO-8859-1,nginx,162.0,NONE,None,17/10/2008 0:00,24/03/2017 0:00,12,2,3,1316,16475,1468,14,2.0,0
892,B0_2094,95,us-ascii,Microsoft-HTTPAPI/2.0,324.0,NONE,None,None,None,8,7,4,636,630,636,8,0.0,0
893,B0_2209,95,ISO-8859-1,Varnish,9.0,US,DC,16/02/2010 0:00,11/02/2017 0:00,5,3,3,486,306,486,5,0.0,0
894,B0_1263,96,utf-8,nginx/1.8.0,55367.0,US,va,10/05/1996 0:00,9/04/2017 0:00,0,0,0,0,0,0,0,0.0,0
895,B0_805,96,ISO-8859-1,Varnish,9.0,US,DC,27/01/2007 0:00,22/01/2017 0:00,0,0,0,0,0,0,0,0.0,0
896,M0_172,97,UTF-8,Apache/2.2.22 (Debian),8755.0,OTHER,Montevideo,8/06/2009 3:48,30/05/2016 18:18,3,0,2,198,384,198,3,0.0,1
897,M0_174,97,UTF-8,Apache/2.2.22 (Debian),8762.0,OTHER,Montevideo,8/06/2009 3:48,30/05/2016 18:18,3,0,2,198,384,198,3,0.0,1
898,B0_300,97,UTF-8,Apache,7778.0,NONE,None,None,None,19,3,4,1948,12186,2280,23,4.0,0
899,B0_673,97,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,PA,19/04/2003 0:00,26/09/2013 0:00,40,32,7,5024,15154,5500,46,6.0,0
900,B0_1208,98,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,5/02/1999 0:00,16/06/2014 0:00,0,0,0,0,0,0,0,0.0,0
901,B0_355,98,utf-8,nginx,6730.0,US,CA,6/08/2002 0:00,5/08/2013 0:00,22,10,9,2784,14114,3312,28,6.0,0
902,B0_1134,99,ISO-8859-1,Apache/2.4.7 (Ubuntu),2743.0,US,IL,10/01/2000 0:00,8/11/2016 0:00,0,0,0,0,0,0,0,0.0,0
903,B0_2234,99,UTF-8,Apache,12588.0,US,FLORIDA,17/05/2007 0:00,17/05/2016 0:00,4,3,2,432,310,432,4,0.0,0
904,B0_334,99,ISO-8859-1,Microsoft-IIS/7.5,2346.0,OTHER,Other,10/08/2016 0:00,13/08/2016 0:00,19,5,5,2137,17922,2425,23,4.0,0
905,B0_187,100,utf-8,Apache,14060.0,NONE,None,27/09/2000 0:00,26/07/2016 0:00,35,9,12,2820,3254,3428,43,8.0,0
906,B0_490,100,UTF-8,nginx/1.12.0,5272.0,CA,QUEBEC,3/01/2009 0:00,3/01/2017 0:00,27,0,2,3458,55407,3622,29,2.0,0
907,B0_214,101,utf-8,Microsoft-IIS/8.5,4678.0,US,DE,26/06/2007 0:00,24/04/2017 0:00,32,9,6,3327,10505,3769,38,6.0,0
908,B0_540,101,UTF-8,GSE,11833.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,62,4,3,7415,93298,7975,68,6.0,0
909,B0_574,101,utf-8,nginx,27131.0,US,New York,1/03/1994 0:00,19/02/2017 0:00,61,51,6,6027,124751,6601,69,8.0,0
910,B0_763,101,UTF-8,Apache,54473.0,US,FL,13/12/1993 5:00,2/07/2015 17:44,47,0,2,4104,131895,4380,51,4.0,0
911,B0_1377,102,ISO-8859-1,Varnish,9.0,US,DC,16/02/2010 0:00,11/02/2017 0:00,0,0,0,0,0,0,0,0.0,0
912,B0_922,102,utf-8,None,24702.0,US,FL,1/02/1994 0:00,28/04/2016 0:00,0,0,0,0,0,0,0,0.0,0
913,B0_1064,103,utf-8,Apache,15591.0,US,Washington,28/11/1994 0:00,21/03/2017 0:00,0,0,0,0,0,0,0,0.0,0
914,B0_1199,103,utf-8,Apache-Coyote/1.1,15666.0,US,OH,30/10/2002 0:00,15/03/2017 0:00,0,0,0,0,0,0,0,0.0,0
915,B0_1426,103,utf-8,Apache/2.2.15 (CentOS),10843.0,US,California,6/09/2005 0:00,13/08/2015 0:00,0,0,0,0,0,0,0,0.0,0
916,B0_1251,104,ISO-8859-1,Varnish,9.0,US,DC,7/11/2003 0:00,3/11/2016 0:00,0,0,0,0,0,0,0,0.0,0
917,B0_2058,104,us-ascii,Microsoft-HTTPAPI/2.0,257.0,US,NY,18/03/1999 0:00,15/02/2016 0:00,4,3,2,432,310,432,4,0.0,0
918,M0_113,105,ISO-8859-1,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,11230.0,NONE,None,None,None,22,0,3,2790,23294,3104,26,4.0,1
919,B0_114,105,UTF-8,Apache,26857.0,US,MO,3/09/1996 0:00,8/12/2016 0:00,39,3,4,3238,26870,3550,43,4.0,0
920,B0_2102,105,utf-8,Apache,14060.0,NONE,None,27/09/2000 0:00,26/07/2016 0:00,18,10,9,1212,682,1212,18,0.0,0
921,B0_1281,106,utf-8,None,65670.0,US,IL,19/12/1995 0:00,8/06/2015 0:00,0,0,0,0,0,0,0,0.0,0
922,B0_2249,106,UTF-8,Apache,75176.0,US,MA,23/03/1999 0:00,19/03/2016 0:00,7,5,5,630,508,630,7,0.0,0
923,B0_313,106,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,CO,27/01/2011 0:00,5/01/2017 0:00,18,13,4,3381,14656,3851,24,6.0,0
924,B0_526,106,UTF-8,Apache/2.4.7 (Ubuntu),15058.0,US,NY,29/03/1994 0:00,26/03/2017 0:00,54,3,5,5078,68512,5512,60,6.0,0
925,B0_925,106,UTF-8,nginx/1.8.0,6298.0,US,CA,13/01/1996 0:00,11/12/2016 0:00,0,0,0,0,0,0,0,0.0,0
926,B0_2236,107,UTF-8,Apache,25886.0,US,NY,18/01/1994 0:00,21/10/2016 0:00,6,3,2,564,244,564,6,0.0,0
927,B0_1302,108,ISO-8859-1,nginx,162.0,US,CA,28/02/1994 5:00,16/01/2017 17:49,0,0,0,0,0,0,0,0.0,0
928,B0_851,109,ISO-8859-1,Varnish,9.0,US,DC,16/07/2007 0:00,12/07/2016 0:00,0,0,0,0,0,0,0,0.0,0
929,B0_872,109,utf-8,nginx/1.7.12,33481.0,US,FL,1/02/1994 0:00,28/04/2016 0:00,0,0,0,0,0,0,0,0.0,0
930,B0_1034,110,UTF-8,Apache,42290.0,NONE,None,22/05/2009 0:00,7/05/2016 0:00,0,0,0,0,0,0,0,0.0,0
931,B0_46,110,ISO-8859-1,Apache/2.0.63 (Unix) mod_ssl/2.0.63 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 PHP/5.3.6,22264.0,US,Florida,10/03/2006 0:00,14/02/2016 0:00,8,4,3,822,1527,1178,12,4.0,0
932,B0_188,111,UTF-8,Apache/2,12027.0,PA,PANAMA,18/12/2006 0:00,25/11/2016 0:00,13,1,7,1524,1603,1844,17,4.0,0
933,B0_877,112,ISO-8859-1,nginx,162.0,US,California,10/09/1998 0:00,17/02/2016 0:00,0,0,0,0,0,0,0,0.0,0
934,B0_1120,113,UTF-8,Apache,39517.0,US,MA,23/03/1999 0:00,19/03/2016 0:00,0,0,0,0,0,0,0,0.0,0
935,B0_2018,113,ISO-8859-1,Boston.com Frontend,16230.0,US,MA,26/06/1995 0:00,13/11/2013 0:00,7,6,3,606,595,606,7,0.0,0
936,B0_1135,114,ISO-8859-1,nginx,162.0,NONE,None,28/12/2007 0:00,21/02/2017 0:00,0,0,0,0,0,0,0,0.0,0
937,B0_690,114,ISO-8859-1,None,36816.0,OTHER,Noord-Holland,8/02/1999 0:00,13/07/2014 0:00,59,47,11,6945,62932,7895,71,12.0,0
938,B0_135,115,UTF-8,Apache,10315.0,US,NY,18/01/1994 0:00,21/10/2016 0:00,13,3,3,1984,2183,2484,19,6.0,0
939,B0_257,116,us-ascii,Microsoft-HTTPAPI/2.0,324.0,CA,ON,13/02/1999 0:00,10/05/2016 0:00,24,0,4,2314,43123,2616,28,4.0,0
940,B0_452,117,UTF-8,Apache/2.2.15 (CentOS),6804.0,NONE,None,16/01/2008 0:00,2/03/2017 0:00,20,0,1,4317,21620,4637,24,4.0,0
941,B0_398,120,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,NJ,31/07/1997 0:00,12/11/2015 0:00,73,0,3,5466,97306,5774,77,4.0,0
942,B0_529,120,UTF-8,Apache,100163.0,US,MA,26/06/1995 0:00,13/11/2013 0:00,15,2,6,1692,1627,2012,19,4.0,0
943,B0_2149,122,UTF-8,My Arse,6121.0,US,Arizona,4/03/2006 0:00,14/01/2012 0:00,23,18,8,2126,1272,2126,23,0.0,0
944,B0_425,122,ISO-8859-1,Apache,892.0,NONE,None,1/11/2000 0:00,27/01/2017 0:00,21,2,7,3425,12391,3591,23,2.0,0
945,B0_1015,123,UTF-8,Apache,73927.0,US,MA,23/03/1999 0:00,19/03/2016 0:00,0,0,0,0,0,0,0,0.0,0
946,B0_422,123,UTF-8,Apache,20.0,US,CA,18/12/2008 0:00,19/12/2016 0:00,11,0,2,1344,1927,1652,15,4.0,0
947,B0_54,123,utf-8,Apache/2.4.7 (Ubuntu),5268.0,NONE,None,31/08/2003 0:00,31/03/2016 0:00,20,0,4,1675,456,1823,22,2.0,0
948,B0_2080,126,utf-8,Microsoft-IIS/7.5,9032.0,NONE,None,29/04/1999 0:00,29/03/2017 0:00,2,2,1,356,246,356,2,0.0,0
949,B0_719,126,utf-8,Apache/2.4.17 (Unix) OpenSSL/1.0.1e-fips PHP/5.6.19,6244.0,OTHER,Zug,22/06/1998 0:00,20/05/2016 0:00,10,0,4,1368,3046,1850,16,6.0,0
950,B0_2226,128,UTF-8,Apache,29840.0,GB,None,18/04/1995 0:00,14/11/2016 0:00,4,3,2,432,432,432,4,0.0,0
951,B0_2072,129,UTF-8,Apache,52552.0,US,MA,23/03/1999 0:00,19/03/2016 0:00,9,3,5,702,244,702,9,0.0,0
952,B0_834,136,utf-8,None,649263.0,NONE,None,14/12/1999 0:00,27/05/2016 0:00,0,0,0,0,0,0,0,0.0,0
953,B0_1215,137,iso-8859-1,Apache/2,345.0,US,Arizona,28/01/2004 0:00,8/12/2016 0:00,0,0,0,0,0,0,0,0.0,0
954,B0_84,139,utf-8,Apache/2.2.15 (Red Hat),35170.0,NONE,None,None,None,47,3,8,3718,44519,4064,51,4.0,0
955,B0_531,142,ISO-8859-1,Apache/2.2.15 (CentOS) DAV/2 mod_ssl/2.2.15 OpenSSL/1.0.1e-fips PHP/5.3.3,3929.0,US,IL,27/07/1995 0:00,8/06/2015 0:00,70,2,6,5398,137144,5740,74,4.0,0
956,B0_2233,143,ISO-8859-1,AkamaiGHost,374.0,US,DC,15/06/2006 0:00,22/06/2016 0:00,6,5,2,564,442,564,6,0.0,0
957,B0_412,144,utf-8,Apache,14060.0,NONE,None,27/09/2000 0:00,26/07/2016 0:00,21,0,4,2854,3490,3146,25,4.0,0
958,B0_216,145,UTF-8,None,38361.0,US,NY,10/08/1995 0:00,5/08/2016 0:00,10,3,3,1354,2517,2010,18,8.0,0
959,B0_221,146,UTF-8,nginx,11833.0,US,Arizona,13/07/1998 0:00,28/03/2017 0:00,29,20,8,4167,3181,4499,33,4.0,0
960,B0_1361,149,ISO-8859-1,None,6748.0,CA,Quebec,8/01/1997 0:00,2/06/2009 0:00,0,0,0,0,0,0,0,0.0,0
961,B0_755,154,UTF-8,None,11104.0,US,UT,29/07/1998 4:00,17/03/2016 4:34,33,10,8,3764,7356,4412,41,8.0,0
962,B0_62,160,UTF-8,None,36829.0,US,CA,14/08/1997 0:00,14/06/2016 0:00,19,3,7,2402,4491,2900,25,6.0,0
963,B0_2237,161,iso-8859-1,Apache/2.4.18 (Ubuntu),417.0,NONE,None,23/11/2010 0:00,20/11/2015 0:00,7,7,2,582,752,582,7,0.0,0
964,B0_156,183,ISO-8859-1,Microsoft-IIS/7.5; litigation_essentials.lexisnexis.com  9999,4890.0,US,NY,26/06/1997 0:00,18/11/2014 0:00,22,2,7,2062,8161,2742,30,8.0,0
965,B0_162,201,utf-8,Apache/2.2.16 (Debian),8904.0,US,FL,15/02/1999 0:00,15/07/2015 0:00,83,2,6,6631,132181,6945,87,4.0,0
966,B0_676,249,utf-8,Microsoft-IIS/8.5,24435.0,US,Wisconsin,14/11/2008 0:00,20/11/2013 0:00,19,6,11,2314,3039,2776,25,6.0,0
